"","BIRTH","COUNTRY","GENDER","ObsValue","RATE","TIME_FORMAT","Time"
"10710","NB","CHE","TOT","82","N_RATE","P1Y","2015"
"10711","NB","CHE","TOT","82.9","N_RATE","P1Y","2016"
"10712","NB","CHE","TOT","81.8","N_RATE","P1Y","2017"
"10713","NB","CHE","TOT","81.9","N_RATE","P1Y","2018"
"10714","NB","CHE","TOT","82.2","N_RATE","P1Y","2019"
"10715","NB","CHE","TOT","81.4","N_RATE","P1Y","2020"
"10716","NB","CHE","TOT","81.5","N_RATE","P1Y","2021"
"10717","NB","CHE","TOT","1.9","U_RATE","P1Y","2001"
"10718","NB","CHE","TOT","4.1","U_RATE","P1Y","2002"
"10719","NB","CHE","TOT","2.9","U_RATE","P1Y","2003"
"10720","NB","CHE","TOT","3.1","U_RATE","P1Y","2004"
"10721","NB","CHE","TOT","3.1","U_RATE","P1Y","2005"
"10722","NB","CHE","TOT","2.8","U_RATE","P1Y","2006"
"10723","NB","CHE","TOT","2.6","U_RATE","P1Y","2007"
"10724","NB","CHE","TOT","2.4","U_RATE","P1Y","2008"
"10725","NB","CHE","TOT","3.2","U_RATE","P1Y","2009"
"10726","NB","CHE","TOT","3.4","U_RATE","P1Y","2010"
"10727","NB","CHE","TOT","3.1","U_RATE","P1Y","2011"
"10728","NB","CHE","TOT","3.1","U_RATE","P1Y","2012"
"10729","NB","CHE","TOT","3.1","U_RATE","P1Y","2013"
"10730","NB","CHE","TOT","3.3","U_RATE","P1Y","2014"
"10731","NB","CHE","TOT","3.2","U_RATE","P1Y","2015"
"10732","NB","CHE","TOT","3.2","U_RATE","P1Y","2016"
"10733","NB","CHE","TOT","3.5","U_RATE","P1Y","2017"
"10734","NB","CHE","TOT","3.4","U_RATE","P1Y","2018"
"10735","NB","CHE","TOT","3.2","U_RATE","P1Y","2019"
"10736","NB","CHE","TOT","3.6","U_RATE","P1Y","2020"
"10737","NB","CHE","TOT","3.8","U_RATE","P1Y","2021"
"10738","NB","CHE","TOT","81.8","P_RATE","P1Y","2001"
"10739","NB","CHE","TOT","84.1","P_RATE","P1Y","2002"
"10740","NB","CHE","TOT","82.2","P_RATE","P1Y","2003"
"10741","NB","CHE","TOT","81.7","P_RATE","P1Y","2004"
"10742","NB","CHE","TOT","81.7","P_RATE","P1Y","2005"
"10743","NB","CHE","TOT","82.1","P_RATE","P1Y","2006"
"10744","NB","CHE","TOT","82.5","P_RATE","P1Y","2007"
"10745","NB","CHE","TOT","83","P_RATE","P1Y","2008"
"10746","NB","CHE","TOT","82.9","P_RATE","P1Y","2009"
"10747","NB","CHE","TOT","83.1","P_RATE","P1Y","2010"
"10748","NB","CHE","TOT","83.4","P_RATE","P1Y","2011"
"10749","NB","CHE","TOT","83.5","P_RATE","P1Y","2012"
"10750","NB","CHE","TOT","83.8","P_RATE","P1Y","2013"
"10751","NB","CHE","TOT","84.3","P_RATE","P1Y","2014"
"10752","NB","CHE","TOT","84.7","P_RATE","P1Y","2015"
"10753","NB","CHE","TOT","85.6","P_RATE","P1Y","2016"
"10754","NB","CHE","TOT","84.8","P_RATE","P1Y","2017"
"10755","NB","CHE","TOT","84.7","P_RATE","P1Y","2018"
"10756","NB","CHE","TOT","84.9","P_RATE","P1Y","2019"
"10757","NB","CHE","TOT","84.6","P_RATE","P1Y","2020"
"10758","NB","CHE","TOT","84.7","P_RATE","P1Y","2021"
"10759","NB","TUR","MEN","66.6","N_RATE","P1Y","2008"
"10760","NB","TUR","MEN","64.6","N_RATE","P1Y","2009"
"10761","NB","TUR","MEN","66.7","N_RATE","P1Y","2010"
"10762","NB","TUR","MEN","69.4","N_RATE","P1Y","2011"
"10763","NB","TUR","MEN","69.2","N_RATE","P1Y","2012"
"10764","NB","TUR","MEN","69.6","N_RATE","P1Y","2013"
"10765","NB","TUR","MEN","69.6","N_RATE","P1Y","2014"
"10766","NB","TUR","MEN","69.9","N_RATE","P1Y","2015"
"10767","NB","TUR","MEN","70.1","N_RATE","P1Y","2016"
"10768","NB","TUR","MEN","70.8","N_RATE","P1Y","2017"
"10769","NB","TUR","MEN","71","N_RATE","P1Y","2018"
"10770","NB","TUR","MEN","68.4","N_RATE","P1Y","2019"
"10771","NB","TUR","MEN","65.3","N_RATE","P1Y","2020"
"10772","NB","TUR","MEN","9.8","U_RATE","P1Y","2008"
"10773","NB","TUR","MEN","12.7","U_RATE","P1Y","2009"
"10774","NB","TUR","MEN","10.5","U_RATE","P1Y","2010"
"10775","NB","TUR","MEN","8.4","U_RATE","P1Y","2011"
"10776","NB","TUR","MEN","7.8","U_RATE","P1Y","2012"
"10777","NB","TUR","MEN","8.1","U_RATE","P1Y","2013"
"10778","NB","TUR","MEN","9.2","U_RATE","P1Y","2014"
"10779","NB","TUR","MEN","9.3","U_RATE","P1Y","2015"
"10780","NB","TUR","MEN","9.7","U_RATE","P1Y","2016"
"10781","NB","TUR","MEN","9.5","U_RATE","P1Y","2017"
"10782","NB","TUR","MEN","9.7","U_RATE","P1Y","2018"
"10783","NB","TUR","MEN","12.6","U_RATE","P1Y","2019"
"10784","NB","TUR","MEN","12.3","U_RATE","P1Y","2020"
"10785","NB","TUR","MEN","73.9","P_RATE","P1Y","2008"
"10786","NB","TUR","MEN","74.1","P_RATE","P1Y","2009"
"10787","NB","TUR","MEN","74.6","P_RATE","P1Y","2010"
"10788","NB","TUR","MEN","75.7","P_RATE","P1Y","2011"
"10789","NB","TUR","MEN","75.1","P_RATE","P1Y","2012"
"10790","NB","TUR","MEN","75.7","P_RATE","P1Y","2013"
"10791","NB","TUR","MEN","76.6","P_RATE","P1Y","2014"
"10792","NB","TUR","MEN","77.1","P_RATE","P1Y","2015"
"10793","NB","TUR","MEN","77.6","P_RATE","P1Y","2016"
"10794","NB","TUR","MEN","78.2","P_RATE","P1Y","2017"
"10795","NB","TUR","MEN","78.6","P_RATE","P1Y","2018"
"10796","NB","TUR","MEN","78.2","P_RATE","P1Y","2019"
"10797","NB","TUR","MEN","74.6","P_RATE","P1Y","2020"
"10798","NB","TUR","WMN","23.3","N_RATE","P1Y","2008"
"10799","NB","TUR","WMN","24.2","N_RATE","P1Y","2009"
"10800","NB","TUR","WMN","26.1","N_RATE","P1Y","2010"
"10801","NB","TUR","WMN","27.9","N_RATE","P1Y","2011"
"10802","NB","TUR","WMN","28.7","N_RATE","P1Y","2012"
"10803","NB","TUR","WMN","29.6","N_RATE","P1Y","2013"
"10804","NB","TUR","WMN","29.5","N_RATE","P1Y","2014"
"10805","NB","TUR","WMN","30.5","N_RATE","P1Y","2015"
"10806","NB","TUR","WMN","31.3","N_RATE","P1Y","2016"
"10807","NB","TUR","WMN","32.4","N_RATE","P1Y","2017"
"10808","NB","TUR","WMN","33","N_RATE","P1Y","2018"
"10809","NB","TUR","WMN","32.4","N_RATE","P1Y","2019"
"10810","NB","TUR","WMN","29.9","N_RATE","P1Y","2020"
"10811","NB","TUR","WMN","10.2","U_RATE","P1Y","2008"
"10812","NB","TUR","WMN","12.8","U_RATE","P1Y","2009"
"10813","NB","TUR","WMN","11.6","U_RATE","P1Y","2010"
"10814","NB","TUR","WMN","10.2","U_RATE","P1Y","2011"
"10815","NB","TUR","WMN","9.5","U_RATE","P1Y","2012"
"10816","NB","TUR","WMN","10.8","U_RATE","P1Y","2013"
"10817","NB","TUR","WMN","12","U_RATE","P1Y","2014"
"10818","NB","TUR","WMN","12.8","U_RATE","P1Y","2015"
"10819","NB","TUR","WMN","13.9","U_RATE","P1Y","2016"
"10820","NB","TUR","WMN","14.2","U_RATE","P1Y","2017"
"10821","NB","TUR","WMN","14","U_RATE","P1Y","2018"
"10822","NB","TUR","WMN","16.7","U_RATE","P1Y","2019"
"10823","NB","TUR","WMN","14.8","U_RATE","P1Y","2020"
"10824","NB","TUR","WMN","26","P_RATE","P1Y","2008"
"10825","NB","TUR","WMN","27.7","P_RATE","P1Y","2009"
"10826","NB","TUR","WMN","29.5","P_RATE","P1Y","2010"
"10827","NB","TUR","WMN","31","P_RATE","P1Y","2011"
"10828","NB","TUR","WMN","31.7","P_RATE","P1Y","2012"
"10829","NB","TUR","WMN","33.2","P_RATE","P1Y","2013"
"10830","NB","TUR","WMN","33.5","P_RATE","P1Y","2014"
"10831","NB","TUR","WMN","35","P_RATE","P1Y","2015"
"10832","NB","TUR","WMN","36.4","P_RATE","P1Y","2016"
"10833","NB","TUR","WMN","37.7","P_RATE","P1Y","2017"
"10834","NB","TUR","WMN","38.4","P_RATE","P1Y","2018"
"10835","NB","TUR","WMN","38.9","P_RATE","P1Y","2019"
"10836","NB","TUR","WMN","35.2","P_RATE","P1Y","2020"
"10837","NB","TUR","TOT","44.8","N_RATE","P1Y","2008"
"10838","NB","TUR","TOT","44.1","N_RATE","P1Y","2009"
"10839","NB","TUR","TOT","46.2","N_RATE","P1Y","2010"
"10840","NB","TUR","TOT","48.4","N_RATE","P1Y","2011"
"10841","NB","TUR","TOT","48.9","N_RATE","P1Y","2012"
"10842","NB","TUR","TOT","49.6","N_RATE","P1Y","2013"
"10843","NB","TUR","TOT","49.6","N_RATE","P1Y","2014"
"10844","NB","TUR","TOT","50.3","N_RATE","P1Y","2015"
"10845","NB","TUR","TOT","50.8","N_RATE","P1Y","2016"
"10846","NB","TUR","TOT","51.7","N_RATE","P1Y","2017"
"10847","NB","TUR","TOT","52.1","N_RATE","P1Y","2018"
"10848","NB","TUR","TOT","50.5","N_RATE","P1Y","2019"
"10849","NB","TUR","TOT","47.7","N_RATE","P1Y","2020"
"10850","NB","TUR","TOT","9.9","U_RATE","P1Y","2008"
"10851","NB","TUR","TOT","12.8","U_RATE","P1Y","2009"
"10852","NB","TUR","TOT","10.8","U_RATE","P1Y","2010"
"10853","NB","TUR","TOT","8.9","U_RATE","P1Y","2011"
"10854","NB","TUR","TOT","8.3","U_RATE","P1Y","2012"
"10855","NB","TUR","TOT","8.9","U_RATE","P1Y","2013"
"10856","NB","TUR","TOT","10","U_RATE","P1Y","2014"
"10857","NB","TUR","TOT","10.4","U_RATE","P1Y","2015"
"10858","NB","TUR","TOT","11","U_RATE","P1Y","2016"
"10859","NB","TUR","TOT","11","U_RATE","P1Y","2017"
"10860","NB","TUR","TOT","11.1","U_RATE","P1Y","2018"
"10861","NB","TUR","TOT","13.9","U_RATE","P1Y","2019"
"10862","NB","TUR","TOT","13.1","U_RATE","P1Y","2020"
"10863","NB","TUR","TOT","49.7","P_RATE","P1Y","2008"
"10864","NB","TUR","TOT","50.6","P_RATE","P1Y","2009"
"10865","NB","TUR","TOT","51.8","P_RATE","P1Y","2010"
"10866","NB","TUR","TOT","53.1","P_RATE","P1Y","2011"
"10867","NB","TUR","TOT","53.4","P_RATE","P1Y","2012"
"10868","NB","TUR","TOT","54.4","P_RATE","P1Y","2013"
"10869","NB","TUR","TOT","55.1","P_RATE","P1Y","2014"
"10870","NB","TUR","TOT","56.1","P_RATE","P1Y","2015"
"10871","NB","TUR","TOT","57.1","P_RATE","P1Y","2016"
"10872","NB","TUR","TOT","58.1","P_RATE","P1Y","2017"
"10873","NB","TUR","TOT","58.6","P_RATE","P1Y","2018"
"10874","NB","TUR","TOT","58.6","P_RATE","P1Y","2019"
"10875","NB","TUR","TOT","55.1","P_RATE","P1Y","2020"
"10876","NB","GBR","MEN","78","N_RATE","P1Y","2000"
"10877","NB","GBR","MEN","78.1","N_RATE","P1Y","2001"
"10878","NB","GBR","MEN","77.5","N_RATE","P1Y","2002"
"10879","NB","GBR","MEN","77.9","N_RATE","P1Y","2003"
"10880","NB","GBR","MEN","77.8","N_RATE","P1Y","2004"
"10881","NB","GBR","MEN","77.6","N_RATE","P1Y","2005"
"10882","NB","GBR","MEN","76.9","N_RATE","P1Y","2006"
"10883","NB","GBR","MEN","77","N_RATE","P1Y","2007"
"10884","NB","GBR","MEN","76.9","N_RATE","P1Y","2008"
"10885","NB","GBR","MEN","74.2","N_RATE","P1Y","2009"
"10886","NB","GBR","MEN","73.8","N_RATE","P1Y","2010"
"10887","NB","GBR","MEN","73.9","N_RATE","P1Y","2011"
"10888","NB","GBR","MEN","74.7","N_RATE","P1Y","2012"
"10889","NB","GBR","MEN","75.2","N_RATE","P1Y","2013"
"10890","NB","GBR","MEN","76.4","N_RATE","P1Y","2014"
"10891","NB","GBR","MEN","77.3","N_RATE","P1Y","2015"
"10892","NB","GBR","MEN","77.7","N_RATE","P1Y","2016"
"10893","NB","GBR","MEN","77.8","N_RATE","P1Y","2017"
"10894","NB","GBR","MEN","78.4","N_RATE","P1Y","2018"
"10895","NB","GBR","MEN","78.4","N_RATE","P1Y","2019"
"10896","NB","GBR","MEN","78.1","N_RATE","P1Y","2021"
"10897","NB","GBR","MEN","5.9","U_RATE","P1Y","2000"
"10898","NB","GBR","MEN","5","U_RATE","P1Y","2001"
"10899","NB","GBR","MEN","5.4","U_RATE","P1Y","2002"
"10900","NB","GBR","MEN","5.2","U_RATE","P1Y","2003"
"10901","NB","GBR","MEN","4.8","U_RATE","P1Y","2004"
"10902","NB","GBR","MEN","4.8","U_RATE","P1Y","2005"
"10903","NB","GBR","MEN","5.6","U_RATE","P1Y","2006"
"10904","NB","GBR","MEN","5.4","U_RATE","P1Y","2007"
"10905","NB","GBR","MEN","6.2","U_RATE","P1Y","2008"
"10906","NB","GBR","MEN","8.8","U_RATE","P1Y","2009"
"10907","NB","GBR","MEN","9","U_RATE","P1Y","2010"
"10908","NB","GBR","MEN","8.8","U_RATE","P1Y","2011"
"10909","NB","GBR","MEN","8.6","U_RATE","P1Y","2012"
"10910","NB","GBR","MEN","8.2","U_RATE","P1Y","2013"
"10911","NB","GBR","MEN","6.6","U_RATE","P1Y","2014"
"10912","NB","GBR","MEN","5.6","U_RATE","P1Y","2015"
"10913","NB","GBR","MEN","5.2","U_RATE","P1Y","2016"
"10914","NB","GBR","MEN","4.7","U_RATE","P1Y","2017"
"10915","NB","GBR","MEN","4.2","U_RATE","P1Y","2018"
"10916","NB","GBR","MEN","4.1","U_RATE","P1Y","2019"
"10917","NB","GBR","MEN","3.6","U_RATE","P1Y","2021"
"10918","NB","GBR","MEN","82.9","P_RATE","P1Y","2000"
"10919","NB","GBR","MEN","82.3","P_RATE","P1Y","2001"
"10920","NB","GBR","MEN","82","P_RATE","P1Y","2002"
"10921","NB","GBR","MEN","82.2","P_RATE","P1Y","2003"
"10922","NB","GBR","MEN","81.7","P_RATE","P1Y","2004"
"10923","NB","GBR","MEN","81.5","P_RATE","P1Y","2005"
"10924","NB","GBR","MEN","81.5","P_RATE","P1Y","2006"
"10925","NB","GBR","MEN","81.4","P_RATE","P1Y","2007"
"10926","NB","GBR","MEN","81.9","P_RATE","P1Y","2008"
"10927","NB","GBR","MEN","81.4","P_RATE","P1Y","2009"
"10928","NB","GBR","MEN","81.1","P_RATE","P1Y","2010"
"10929","NB","GBR","MEN","81.1","P_RATE","P1Y","2011"
"10930","NB","GBR","MEN","81.7","P_RATE","P1Y","2012"
"10931","NB","GBR","MEN","81.9","P_RATE","P1Y","2013"
"10932","NB","GBR","MEN","81.8","P_RATE","P1Y","2014"
"10933","NB","GBR","MEN","81.9","P_RATE","P1Y","2015"
"10934","NB","GBR","MEN","82","P_RATE","P1Y","2016"
"10935","NB","GBR","MEN","81.7","P_RATE","P1Y","2017"
"10936","NB","GBR","MEN","81.9","P_RATE","P1Y","2018"
"10937","NB","GBR","MEN","81.8","P_RATE","P1Y","2019"
"10938","NB","GBR","MEN","81.8","P_RATE","P1Y","2021"
"10939","NB","GBR","WMN","65.5","N_RATE","P1Y","2000"
"10940","NB","GBR","WMN","65.9","N_RATE","P1Y","2001"
"10941","NB","GBR","WMN","66.2","N_RATE","P1Y","2002"
"10942","NB","GBR","WMN","66.4","N_RATE","P1Y","2003"
"10943","NB","GBR","WMN","66.6","N_RATE","P1Y","2004"
"10944","NB","GBR","WMN","66.8","N_RATE","P1Y","2005"
"10945","NB","GBR","WMN","66.8","N_RATE","P1Y","2006"
"10946","NB","GBR","WMN","66.4","N_RATE","P1Y","2007"
"10947","NB","GBR","WMN","66.8","N_RATE","P1Y","2008"
"10948","NB","GBR","WMN","65.9","N_RATE","P1Y","2009"
"10949","NB","GBR","WMN","65.4","N_RATE","P1Y","2010"
"10950","NB","GBR","WMN","65.4","N_RATE","P1Y","2011"
"10951","NB","GBR","WMN","66.4","N_RATE","P1Y","2012"
"10952","NB","GBR","WMN","67.1","N_RATE","P1Y","2013"
"10953","NB","GBR","WMN","68.4","N_RATE","P1Y","2014"
"10954","NB","GBR","WMN","69.2","N_RATE","P1Y","2015"
"10955","NB","GBR","WMN","70.1","N_RATE","P1Y","2016"
"10956","NB","GBR","WMN","71.2","N_RATE","P1Y","2017"
"10957","NB","GBR","WMN","71.4","N_RATE","P1Y","2018"
"10958","NB","GBR","WMN","72.1","N_RATE","P1Y","2019"
"10959","NB","GBR","WMN","72.6","N_RATE","P1Y","2021"
"10960","NB","GBR","WMN","4.7","U_RATE","P1Y","2000"
"10961","NB","GBR","WMN","3.9","U_RATE","P1Y","2001"
"10962","NB","GBR","WMN","4.2","U_RATE","P1Y","2002"
"10963","NB","GBR","WMN","3.9","U_RATE","P1Y","2003"
"10964","NB","GBR","WMN","3.9","U_RATE","P1Y","2004"
"10965","NB","GBR","WMN","3.8","U_RATE","P1Y","2005"
"10966","NB","GBR","WMN","4.6","U_RATE","P1Y","2006"
"10967","NB","GBR","WMN","4.5","U_RATE","P1Y","2007"
"10968","NB","GBR","WMN","4.9","U_RATE","P1Y","2008"
"10969","NB","GBR","WMN","6.2","U_RATE","P1Y","2009"
"10970","NB","GBR","WMN","6.8","U_RATE","P1Y","2010"
"10971","NB","GBR","WMN","7.1","U_RATE","P1Y","2011"
"10972","NB","GBR","WMN","7","U_RATE","P1Y","2012"
"10973","NB","GBR","WMN","6.7","U_RATE","P1Y","2013"
"10974","NB","GBR","WMN","5.5","U_RATE","P1Y","2014"
"10975","NB","GBR","WMN","4.8","U_RATE","P1Y","2015"
"10976","NB","GBR","WMN","4.4","U_RATE","P1Y","2016"
"10977","NB","GBR","WMN","3.8","U_RATE","P1Y","2017"
"10978","NB","GBR","WMN","3.7","U_RATE","P1Y","2018"
"10979","NB","GBR","WMN","3.3","U_RATE","P1Y","2019"
"10980","NB","GBR","WMN","2.9","U_RATE","P1Y","2021"
"10981","NB","GBR","WMN","68.7","P_RATE","P1Y","2000"
"10982","NB","GBR","WMN","68.6","P_RATE","P1Y","2001"
"10983","NB","GBR","WMN","69.1","P_RATE","P1Y","2002"
"10984","NB","GBR","WMN","69.1","P_RATE","P1Y","2003"
"10985","NB","GBR","WMN","69.3","P_RATE","P1Y","2004"
"10986","NB","GBR","WMN","69.4","P_RATE","P1Y","2005"
"10987","NB","GBR","WMN","70","P_RATE","P1Y","2006"
"10988","NB","GBR","WMN","69.5","P_RATE","P1Y","2007"
"10989","NB","GBR","WMN","70.2","P_RATE","P1Y","2008"
"10990","NB","GBR","WMN","70.2","P_RATE","P1Y","2009"
"10991","NB","GBR","WMN","70.1","P_RATE","P1Y","2010"
"10992","NB","GBR","WMN","70.4","P_RATE","P1Y","2011"
"10993","NB","GBR","WMN","71.5","P_RATE","P1Y","2012"
"10994","NB","GBR","WMN","72","P_RATE","P1Y","2013"
"10995","NB","GBR","WMN","72.4","P_RATE","P1Y","2014"
"10996","NB","GBR","WMN","72.7","P_RATE","P1Y","2015"
"10997","NB","GBR","WMN","73.3","P_RATE","P1Y","2016"
"10998","NB","GBR","WMN","74","P_RATE","P1Y","2017"
"10999","NB","GBR","WMN","74.2","P_RATE","P1Y","2018"
"11000","NB","GBR","WMN","74.6","P_RATE","P1Y","2019"
"11001","NB","GBR","WMN","75.5","P_RATE","P1Y","2021"
"11002","NB","GBR","TOT","71.7","N_RATE","P1Y","2000"
"11003","NB","GBR","TOT","72","N_RATE","P1Y","2001"
"11004","NB","GBR","TOT","71.8","N_RATE","P1Y","2002"
"11005","NB","GBR","TOT","72.1","N_RATE","P1Y","2003"
"11006","NB","GBR","TOT","72.2","N_RATE","P1Y","2004"
"11007","NB","GBR","TOT","72.2","N_RATE","P1Y","2005"
"11008","NB","GBR","TOT","71.9","N_RATE","P1Y","2006"
"11009","NB","GBR","TOT","71.6","N_RATE","P1Y","2007"
"11010","NB","GBR","TOT","71.8","N_RATE","P1Y","2008"
"11011","NB","GBR","TOT","70","N_RATE","P1Y","2009"
"11012","NB","GBR","TOT","69.6","N_RATE","P1Y","2010"
"11013","NB","GBR","TOT","69.7","N_RATE","P1Y","2011"
"11014","NB","GBR","TOT","70.6","N_RATE","P1Y","2012"
"11015","NB","GBR","TOT","71.1","N_RATE","P1Y","2013"
"11016","NB","GBR","TOT","72.4","N_RATE","P1Y","2014"
"11017","NB","GBR","TOT","73.2","N_RATE","P1Y","2015"
"11018","NB","GBR","TOT","73.9","N_RATE","P1Y","2016"
"11019","NB","GBR","TOT","74.5","N_RATE","P1Y","2017"
"11020","NB","GBR","TOT","74.9","N_RATE","P1Y","2018"
"11021","NB","GBR","TOT","75.3","N_RATE","P1Y","2019"
"11022","NB","GBR","TOT","75.4","N_RATE","P1Y","2021"
"11023","NB","GBR","TOT","5.4","U_RATE","P1Y","2000"
"11024","NB","GBR","TOT","4.5","U_RATE","P1Y","2001"
"11025","NB","GBR","TOT","4.9","U_RATE","P1Y","2002"
"11026","NB","GBR","TOT","4.6","U_RATE","P1Y","2003"
"11027","NB","GBR","TOT","4.4","U_RATE","P1Y","2004"
"11028","NB","GBR","TOT","4.3","U_RATE","P1Y","2005"
"11029","NB","GBR","TOT","5.2","U_RATE","P1Y","2006"
"11030","NB","GBR","TOT","5","U_RATE","P1Y","2007"
"11031","NB","GBR","TOT","5.6","U_RATE","P1Y","2008"
"11032","NB","GBR","TOT","7.6","U_RATE","P1Y","2009"
"11033","NB","GBR","TOT","8","U_RATE","P1Y","2010"
"11034","NB","GBR","TOT","8","U_RATE","P1Y","2011"
"11035","NB","GBR","TOT","7.8","U_RATE","P1Y","2012"
"11036","NB","GBR","TOT","7.5","U_RATE","P1Y","2013"
"11037","NB","GBR","TOT","6.1","U_RATE","P1Y","2014"
"11038","NB","GBR","TOT","5.2","U_RATE","P1Y","2015"
"11039","NB","GBR","TOT","4.8","U_RATE","P1Y","2016"
"11040","NB","GBR","TOT","4.3","U_RATE","P1Y","2017"
"11041","NB","GBR","TOT","4","U_RATE","P1Y","2018"
"11042","NB","GBR","TOT","3.7","U_RATE","P1Y","2019"
"11043","NB","GBR","TOT","3.3","U_RATE","P1Y","2021"
"11044","NB","GBR","TOT","75.7","P_RATE","P1Y","2000"
"11045","NB","GBR","TOT","75.4","P_RATE","P1Y","2001"
"11046","NB","GBR","TOT","75.5","P_RATE","P1Y","2002"
"11047","NB","GBR","TOT","75.6","P_RATE","P1Y","2003"
"11048","NB","GBR","TOT","75.5","P_RATE","P1Y","2004"
"11049","NB","GBR","TOT","75.5","P_RATE","P1Y","2005"
"11050","NB","GBR","TOT","75.8","P_RATE","P1Y","2006"
"11051","NB","GBR","TOT","75.4","P_RATE","P1Y","2007"
"11052","NB","GBR","TOT","76","P_RATE","P1Y","2008"
"11053","NB","GBR","TOT","75.8","P_RATE","P1Y","2009"
"11054","NB","GBR","TOT","75.6","P_RATE","P1Y","2010"
"11055","NB","GBR","TOT","75.7","P_RATE","P1Y","2011"
"11056","NB","GBR","TOT","76.6","P_RATE","P1Y","2012"
"11057","NB","GBR","TOT","76.9","P_RATE","P1Y","2013"
"11058","NB","GBR","TOT","77.1","P_RATE","P1Y","2014"
"11059","NB","GBR","TOT","77.3","P_RATE","P1Y","2015"
"11060","NB","GBR","TOT","77.6","P_RATE","P1Y","2016"
"11061","NB","GBR","TOT","77.9","P_RATE","P1Y","2017"
"11062","NB","GBR","TOT","78","P_RATE","P1Y","2018"
"11063","NB","GBR","TOT","78.2","P_RATE","P1Y","2019"
"11064","NB","GBR","TOT","78.7","P_RATE","P1Y","2021"
"11065","NB","USA","MEN","78.5","N_RATE","P1Y","2000"
"11066","NB","USA","MEN","77","N_RATE","P1Y","2001"
"11067","NB","USA","MEN","75.6","N_RATE","P1Y","2002"
"11068","NB","USA","MEN","74.6","N_RATE","P1Y","2003"
"11069","NB","USA","MEN","74.6","N_RATE","P1Y","2004"
"11070","NB","USA","MEN","74.9","N_RATE","P1Y","2005"
"11071","NB","USA","MEN","75.2","N_RATE","P1Y","2006"
"11072","NB","USA","MEN","74.8","N_RATE","P1Y","2007"
"11073","NB","USA","MEN","73.4","N_RATE","P1Y","2008"
"11074","NB","USA","MEN","69.1","N_RATE","P1Y","2009"
"11075","NB","USA","MEN","68.2","N_RATE","P1Y","2010"
"11076","NB","USA","MEN","68.4","N_RATE","P1Y","2011"
"11077","NB","USA","MEN","69.3","N_RATE","P1Y","2012"
"11078","NB","USA","MEN","69.3","N_RATE","P1Y","2013"
"11079","NB","USA","MEN","70.2","N_RATE","P1Y","2014"
"11080","NB","USA","MEN","70.9","N_RATE","P1Y","2015"
"11081","NB","USA","MEN","71.6","N_RATE","P1Y","2016"
"11082","NB","USA","MEN","72.2","N_RATE","P1Y","2017"
"11083","NB","USA","MEN","72.9","N_RATE","P1Y","2018"
"11084","NB","USA","MEN","73.4","N_RATE","P1Y","2019"
"11085","NB","USA","MEN","69.2","N_RATE","P1Y","2020"
"11086","NB","USA","MEN","71","N_RATE","P1Y","2021"
"11087","NB","USA","MEN","4.1","U_RATE","P1Y","2000"
"11088","NB","USA","MEN","5.1","U_RATE","P1Y","2001"
"11089","NB","USA","MEN","6.2","U_RATE","P1Y","2002"
"11090","NB","USA","MEN","6.5","U_RATE","P1Y","2003"
"11091","NB","USA","MEN","6","U_RATE","P1Y","2004"
"11092","NB","USA","MEN","5.5","U_RATE","P1Y","2005"
"11093","NB","USA","MEN","5.1","U_RATE","P1Y","2006"
"11094","NB","USA","MEN","5.1","U_RATE","P1Y","2007"
"11095","NB","USA","MEN","6.4","U_RATE","P1Y","2008"
"11096","NB","USA","MEN","10.7","U_RATE","P1Y","2009"
"11097","NB","USA","MEN","10.9","U_RATE","P1Y","2010"
"11098","NB","USA","MEN","9.8","U_RATE","P1Y","2011"
"11099","NB","USA","MEN","8.6","U_RATE","P1Y","2012"
"11100","NB","USA","MEN","8.2","U_RATE","P1Y","2013"
"11101","NB","USA","MEN","6.8","U_RATE","P1Y","2014"
"11102","NB","USA","MEN","5.8","U_RATE","P1Y","2015"
"11103","NB","USA","MEN","5.4","U_RATE","P1Y","2016"
"11104","NB","USA","MEN","4.8","U_RATE","P1Y","2017"
"11105","NB","USA","MEN","4.3","U_RATE","P1Y","2018"
"11106","NB","USA","MEN","4.1","U_RATE","P1Y","2019"
"11107","NB","USA","MEN","8","U_RATE","P1Y","2020"
"11108","NB","USA","MEN","5.8","U_RATE","P1Y","2021"
"11109","NB","USA","MEN","81.8","P_RATE","P1Y","2000"
"11110","NB","USA","MEN","81.1","P_RATE","P1Y","2001"
"11111","NB","USA","MEN","80.6","P_RATE","P1Y","2002"
"11112","NB","USA","MEN","79.8","P_RATE","P1Y","2003"
"11113","NB","USA","MEN","79.3","P_RATE","P1Y","2004"
"11114","NB","USA","MEN","79.2","P_RATE","P1Y","2005"
"11115","NB","USA","MEN","79.2","P_RATE","P1Y","2006"
"11116","NB","USA","MEN","78.8","P_RATE","P1Y","2007"
"11117","NB","USA","MEN","78.4","P_RATE","P1Y","2008"
"11118","NB","USA","MEN","77.4","P_RATE","P1Y","2009"
"11119","NB","USA","MEN","76.6","P_RATE","P1Y","2010"
"11120","NB","USA","MEN","75.8","P_RATE","P1Y","2011"
"11121","NB","USA","MEN","75.9","P_RATE","P1Y","2012"
"11122","NB","USA","MEN","75.5","P_RATE","P1Y","2013"
"11123","NB","USA","MEN","75.3","P_RATE","P1Y","2014"
